60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
60, 67, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 85, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 84, 1, 4096
108, 37, 1, 4096
108, 37, 1, 4096
108, 37, 1, 4096
109, 84, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 114, 1, 4096
144, 48, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 168, 1, 4096
169, 68, 1, 4096
169, 68, 1, 4096
169, 68, 1, 4096
169, 68, 1, 4096
182, 308, 1, 4096
182, 308, 1, 4096
182, 308, 1, 4096
182, 308, 1, 4096
182, 308, 1, 4096
182, 307, 1, 4096
182, 307, 1, 4096
182, 108, 1, 4096
182, 108, 1, 4096
182, 108, 1, 4096
182, 108, 1, 4096
182, 108, 1, 4096
182, 108, 1, 4096
259, 53, 1, 4096
259, 53, 1, 4096
259, 53, 1, 4096
259, 53, 1, 4096
