60, 60287716, 1, 4096
60, 60289403, 1, 4096
60, 60291098, 1, 4096
60, 60294443, 1, 4096
60, 60296088, 1, 4096
60, 60297740, 1, 4096
60, 60304793, 1, 4096
60, 60306496, 1, 4096
60, 60309869, 1, 4096
60, 60311546, 1, 4096
60, 60314991, 1, 4096
60, 60318462, 1, 4096
60, 60320223, 1, 4096
60, 60321923, 1, 4096
60, 60323698, 1, 4096
60, 60325403, 1, 4096
60, 60327093, 1, 4096
60, 60328840, 1, 4096
60, 60330503, 1, 4096
60, 60332163, 1, 4096
60, 60333829, 1, 4096
60, 60335540, 1, 4096
60, 60337313, 1, 4096
60, 60339048, 1, 4096
60, 60340803, 1, 4096
60, 60342533, 1, 4096
60, 60344218, 1, 4096
60, 60345983, 1, 4096
60, 60347713, 1, 4096
60, 60349538, 1, 4096
60, 60351488, 1, 4096
60, 60353296, 1, 4096
60, 60355160, 1, 4096
60, 60356936, 1, 4096
60, 60358908, 1, 4096
60, 60360791, 1, 4096
60, 60362686, 1, 4096
60, 60366529, 1, 4096
60, 60412409, 1, 4096
60, 60414233, 1, 4096
60, 60416103, 1, 4096
60, 60418583, 1, 4096
60, 60420394, 1, 4096
60, 60422231, 1, 4096
60, 60424108, 1, 4096
60, 60425893, 1, 4096
60, 60427756, 1, 4096
60, 60429462, 1, 4096
60, 60431131, 1, 4096
60, 60432783, 1, 4096
60, 60434442, 1, 4096
60, 60436100, 1, 4096
60, 60437816, 1, 4096
60, 60439640, 1, 4096
60, 60441751, 1, 4096
60, 60443670, 1, 4096
60, 60445828, 1, 4096
60, 60448080, 1, 4096
60, 60456850, 1, 4096
60, 60566757, 1, 4096
60, 60570305, 1, 4096
108, 48076255, 1, 4096
108, 48078679, 1, 4096
108, 48085885, 1, 4096
108, 48088035, 1, 4096
108, 48089621, 1, 4096
108, 48092099, 1, 4096
108, 48093834, 1, 4096
108, 48096428, 1, 4096
108, 48099026, 1, 4096
108, 48101152, 1, 4096
108, 48103225, 1, 4096
108, 48104890, 1, 4096
108, 48107332, 1, 4096
108, 48110117, 1, 4096
108, 48111515, 1, 4096
108, 48114025, 1, 4096
108, 48116763, 1, 4096
108, 48118883, 1, 4096
108, 48121095, 1, 4096
108, 48122661, 1, 4096
108, 48125479, 1, 4096
108, 48129861, 1, 4096
108, 48132003, 1, 4096
108, 48134617, 1, 4096
108, 48136667, 1, 4096
108, 48138827, 1, 4096
108, 48141303, 1, 4096
108, 48143575, 1, 4096
108, 48148881, 1, 4096
108, 48150375, 1, 4096
108, 48153150, 1, 4096
108, 48155552, 1, 4096
108, 48158385, 1, 4096
108, 48160613, 1, 4096
108, 48163027, 1, 4096
108, 48164779, 1, 4096
108, 48167408, 1, 4096
108, 48169376, 1, 4096
108, 48171901, 1, 4096
108, 48173965, 1, 4096
108, 48176299, 1, 4096
108, 48177648, 1, 4096
108, 48180694, 1, 4096
108, 48182932, 1, 4096
108, 48184563, 1, 4096
108, 48187015, 1, 4096
108, 48189823, 1, 4096
108, 48192025, 1, 4096
108, 48194388, 1, 4096
108, 48196396, 1, 4096
108, 48199197, 1, 4096
108, 48200836, 1, 4096
108, 48203283, 1, 4096
108, 48206543, 1, 4096
108, 48209317, 1, 4096
108, 48211588, 1, 4096
108, 48214267, 1, 4096
108, 48216747, 1, 4096
108, 48220208, 1, 4096
108, 108629381, 1, 4096
108, 108636214, 1, 4096
108, 108644799, 1, 4096
109, 48403632, 1, 4096
144, 35663131, 1, 4096
144, 35670145, 1, 4096
144, 35674754, 1, 4096
144, 35678940, 1, 4096
144, 35683227, 1, 4096
144, 35685159, 1, 4096
144, 35687262, 1, 4096
144, 35689356, 1, 4096
144, 35691450, 1, 4096
144, 35693737, 1, 4096
144, 35695857, 1, 4096
144, 35698060, 1, 4096
144, 35700090, 1, 4096
144, 35702086, 1, 4096
144, 35704171, 1, 4096
144, 35708203, 1, 4096
144, 35710380, 1, 4096
144, 35712735, 1, 4096
144, 35714792, 1, 4096
144, 35717125, 1, 4096
144, 35719250, 1, 4096
144, 35721545, 1, 4096
144, 35723587, 1, 4096
144, 35725811, 1, 4096
144, 35727977, 1, 4096
144, 35730058, 1, 4096
144, 35732194, 1, 4096
144, 35734243, 1, 4096
144, 35736168, 1, 4096
144, 35738201, 1, 4096
144, 35740672, 1, 4096
144, 35742578, 1, 4096
144, 35744577, 1, 4096
144, 35746634, 1, 4096
144, 35748584, 1, 4096
144, 35750598, 1, 4096
144, 35752452, 1, 4096
144, 35754436, 1, 4096
144, 35756382, 1, 4096
144, 35758274, 1, 4096
144, 35760471, 1, 4096
144, 35762410, 1, 4096
144, 35764396, 1, 4096
144, 35766497, 1, 4096
144, 35773888, 1, 4096
144, 35775878, 1, 4096
144, 35778086, 1, 4096
144, 35780245, 1, 4096
144, 35782483, 1, 4096
144, 35784542, 1, 4096
144, 35786578, 1, 4096
144, 35789107, 1, 4096
144, 35791810, 1, 4096
144, 35799973, 1, 4096
144, 35808980, 1, 4096
144, 35811156, 1, 4096
144, 35813455, 1, 4096
144, 35816408, 1, 4096
144, 35821135, 1, 4096
144, 84052628, 1, 4096
169, 24248313, 1, 4096
169, 24269205, 1, 4096
169, 24272825, 1, 4096
169, 24278295, 1, 4096
169, 24280025, 1, 4096
169, 24281882, 1, 4096
169, 24287495, 1, 4096
169, 24291015, 1, 4096
169, 24300150, 1, 4096
169, 24304564, 1, 4096
169, 24306169, 1, 4096
169, 24309702, 1, 4096
169, 24323737, 1, 4096
169, 24329755, 1, 4096
169, 24331928, 1, 4096
169, 24345270, 1, 4096
169, 24348995, 1, 4096
169, 24352913, 1, 4096
169, 24356813, 1, 4096
